type,price,station,beds,baths,receptions,post_code,location
flat,191950.0,0.3,1,1,0,M3,salford
flat,120995.0,0.1,1,1,0,M1,manchester
flat,78995.0,0.3,1,1,0,M3,manchester
flat,304950.0,0.9,3,3,0,M5,manchester
semi-detached,210000.0,2.3,3,1,2,WN7,leigh
flat,338629.0,0.4,2,2,0,M3,salford
flat,269995.0,0.8,2,2,0,M5,manchester
flat,182950.0,0.8,1,1,0,M5,manchester
semi-detached,285000.0,0.5,3,1,2,SK5,stockport
terraced,210000.0,0.4,3,1,2,M34,manchester
semi-detached,180000.0,0.7,2,1,1,M34,manchester
terraced,120000.0,1.2,3,1,1,BL5,manchester
terraced,300000.0,0.9,2,1,2,M28,manchester
semi-detached,315000.0,0.6,3,1,2,M14,manchester
terraced,148000.0,0.3,2,1,1,M34,manchester
terraced,150000.0,,2,1,2,BL8,bury
terraced,230000.0,3.8,3,2,1,BL0,bury
terraced,190000.0,,3,1,2,BL9,bury
semi-detached,230000.0,,3,1,1,M45,manchester
flat,135000.0,0.4,2,1,1,M3,salford
semi-detached,220000.0,1.8,3,1,2,BL2,bolton
semi-detached,160000.0,,3,1,1,BL9,bury
terraced,105000.0,2.4,3,0,0,WN8,skelmersdale
end terrace,140000.0,2.5,2,1,1,M9,manchester
semi-detached,675000.0,0.8,4,2,5,M28,manchester
semi-detached,250000.0,1.7,3,1,1,M20,manchester
terraced,375000.0,0.2,2,1,2,WA15,altrincham
terraced,160000.0,0.5,3,1,2,M34,manchester
flat,165000.0,0.9,1,1,1,M50,salford
terraced,150000.0,0.2,2,0,0,M14,manchester
semi-detached,190000.0,0.8,3,1,1,M34,manchester
semi-detached,425000.0,0.9,3,2,2,M41,manchester
detached,480000.0,0.3,3,2,2,M41,manchester
semi-detached,395000.0,0.2,4,1,2,M41,manchester
semi-detached,320000.0,0.5,3,1,2,M41,manchester
detached,625000.0,1.0,5,2,2,M28,manchester
semi-detached,300000.0,0.4,4,2,3,M28,manchester
semi-detached,640000.0,0.8,4,3,3,M28,manchester
terraced,100000.0,3.1,3,1,1,OL12,rochdale
flat,100000.0,0.9,2,1,1,M34,manchester
terraced,150000.0,1.3,3,1,2,BL4,bolton
end terrace,135000.0,0.4,3,1,2,BL4,bolton
terraced,220000.0,2.3,3,1,1,M23,manchester
detached,925000.0,0.6,4,2,1,BL5,bolton
semi-detached,165000.0,0.9,3,1,2,BL6,bolton
detached,600000.0,1.2,4,2,2,BL7,bolton
detached,800000.0,0.5,4,3,3,BL6,bolton
semi-detached,300000.0,1.3,3,1,2,OL16,rochdale
detached,265000.0,,3,1,2,OL11,rochdale
flat,208000.0,0.6,2,2,1,M32,manchester
semi-detached,150000.0,0.4,3,0,0,M18,manchester
end terrace,170000.0,0.8,3,1,1,M34,manchester
detached,600000.0,0.7,5,2,2,SK7,cheshire
detached,800000.0,0.2,5,2,3,SK7,manchester
terraced,200000.0,1.4,3,1,2,M14,manchester
terraced,230000.0,1.5,3,1,2,M14,manchester
terraced,175000.0,1.5,2,2,0,M14,manchester
end terrace,265000.0,0.6,2,0,0,SK6,manchester
terraced,200000.0,0.5,2,1,2,M19,manchester
flat,120000.0,0.3,2,2,1,SK14,manchester
semi-detached,280000.0,1.0,3,1,2,M20,manchester
detached,350000.0,0.7,3,2,2,SK14,manchester
flat,107500.0,0.3,1,0,0,WA14,manchester
semi-detached,190000.0,0.2,3,1,2,M34,manchester
semi-detached,525000.0,0.7,4,2,3,M14,manchester
semi-detached,300000.0,0.7,5,2,3,M34,manchester
semi-detached,250000.0,0.8,4,1,1,M34,manchester
semi-detached,250000.0,0.6,3,1,1,SK1,manchester
detached,350000.0,0.6,3,1,2,SK14,manchester
semi-detached,270000.0,0.5,3,1,3,M34,manchester
flat,350000.0,0.4,3,2,1,M5,salford
semi-detached,800000.0,1.8,4,2,2,M21,manchester
flat,270000.0,1.5,2,1,1,M21,manchester
flat,180000.0,0.8,1,1,1,M32,manchester
terraced,250000.0,2.1,3,1,1,M23,manchester
flat,165000.0,0.5,1,1,1,WA14,manchester
end terrace,390000.0,0.3,3,0,0,WA15,altrincham
end terrace,190000.0,1.8,3,1,1,M40,manchester
terraced,595000.0,0.5,4,2,0,WA14,manchester
flat,290000.0,0.5,2,1,1,M32,manchester
detached,204995.0,2.2,3,2,2,WN8,skelmersdale
terraced,100000.0,,2,2,2,BL1,bolton
semi-detached,234000.0,0.3,3,2,1,OL9,manchester
semi-detached,170000.0,2.1,3,1,2,WN7,manchester
semi-detached,295000.0,,4,2,2,M26,manchester
semi-detached,110000.0,0.7,2,2,1,M19,manchester
semi-detached,280000.0,1.4,3,1,2,BL1,bolton
flat,450000.0,0.4,3,2,1,M5,salford
semi-detached,150000.0,1.4,3,1,1,WN6,wigan
detached,450000.0,1.7,4,2,3,M35,manchester
terraced,85000.0,,3,1,2,WN2,wigan
semi-detached,1000000.0,,5,2,2,BL9,bury
semi-detached,159950.0,0.9,3,1,1,M46,manchester
semi-detached,275000.0,0.6,4,1,0,M34,manchester
detached,700000.0,1.1,4,2,4,M28,manchester
terraced,125000.0,1.1,2,1,1,WN5,wigan
flat,89000.0,0.5,1,1,0,M5,manchester
semi-detached,230000.0,0.5,2,1,1,M11,manchester
flat,90000.0,0.3,1,1,1,M2,manchester
semi-detached,525000.0,1.1,4,2,3,M28,manchester
flat,115000.0,0.6,1,1,1,M60,manchester
flat,119950.0,0.9,1,1,0,M5,salford
flat,120000.0,0.7,1,1,0,M4,manchester
flat,120000.0,0.5,1,1,0,M5,salford
flat,120000.0,0.3,1,1,1,M2,manchester
flat,128495.0,0.3,1,1,0,M1,manchester
flat,130000.0,0.4,1,1,0,M5,salford
flat,130000.0,0.5,1,1,1,M5,salford
flat,129995.0,0.9,1,1,1,M50,manchester
terraced,100000.0,2.8,2,0,0,WN7,leigh
semi-detached,269950.0,,3,2,2,BL1,bolton
flat,200000.0,0.3,1,0,0,WA14,altrincham
flat,325000.0,0.3,2,0,0,M3,manchester
flat,350000.0,0.3,2,0,0,M4,manchester
flat,270000.0,0.3,2,0,0,WA14,altrincham
flat,400000.0,0.0,2,0,0,M15,manchester
flat,385000.0,0.3,3,0,0,WA14,altrincham
flat,340000.0,0.2,2,0,0,M4,manchester
detached,494000.0,2.0,4,2,3,WN8,lancashire
terraced,250000.0,0.4,2,1,0,SK6,manchester
terraced,150000.0,,2,1,1,OL6,manchester
terraced,200000.0,1.5,3,1,1,M14,manchester
flat,495000.0,,2,2,1,WA14,altrincham
flat,695000.0,,2,2,2,WA14,altrincham
flat,400000.0,,2,2,1,WA14,altrincham
semi-detached,400000.0,0.9,3,1,1,SK4,stockport
semi-detached,430000.0,1.2,5,2,1,M14,manchester
flat,276995.0,0.3,2,2,0,M3,salford
flat,179995.0,0.9,1,1,1,M50,manchester
flat,240995.0,0.9,2,2,1,M50,manchester
flat,235995.0,0.9,2,2,1,M50,manchester
flat,278995.0,0.9,3,2,1,M50,manchester
flat,116000.0,,1,0,0,BL1,lancashire
flat,280000.0,0.4,2,2,1,M5,salford
flat,65000.0,0.6,1,1,1,M20,manchester
semi-detached,290000.0,0.3,3,1,1,M19,manchester
flat,200000.0,2.0,1,1,1,M33,sale
terraced,250000.0,1.0,3,1,2,SK8,manchester
terraced,140000.0,,2,1,1,OL2,manchester
flat,179950.0,0.1,1,1,0,M3,manchester
flat,160000.0,0.2,1,2,1,M3,manchester
semi-detached,380000.0,0.2,3,1,0,SK6,stockport
flat,220000.0,0.2,2,0,0,M1,manchester
flat,180000.0,0.5,1,0,0,M1,manchester
terraced,150000.0,1.1,3,1,1,M40,manchester
semi-detached,240000.0,3.8,2,1,2,BL0,bury
semi-detached,140000.0,1.0,3,1,1,BL1,bolton
flat,300000.0,0.9,3,3,0,M5,manchester
terraced,160000.0,0.9,2,1,2,M28,manchester
flat,215000.0,0.2,1,1,1,M3,manchester
terraced,110000.0,0.5,1,1,1,BL6,bolton
flat,175000.0,0.6,2,0,0,M5,manchester
detached,825000.0,1.4,4,0,0,M33,manchester
terraced,119950.0,3.1,2,1,1,WN7,manchester
semi-detached,170000.0,0.4,3,0,0,M18,manchester
detached,220000.0,0.6,4,2,2,WN3,wigan
flat,172950.0,0.3,1,1,0,M3,salford
flat,175500.0,0.3,1,1,0,M3,salford
flat,112500.0,1.7,2,1,1,BL1,bolton
detached,278000.0,0.9,3,1,2,SK15,stalybridge
semi-detached,150000.0,0.9,3,1,1,WN5,wigan
flat,130000.0,,2,1,1,M27,manchester
terraced,130000.0,0.1,2,1,2,M18,manchester
semi-detached,150000.0,2.5,2,1,1,WN6,wigan
flat,350000.0,0.3,2,2,1,M3,salford
semi-detached,230000.0,,4,2,2,OL8,oldham
semi-detached,235000.0,2.5,4,1,1,WN7,leigh
terraced,116000.0,,2,1,1,BL1,lancashire
semi-detached,275000.0,0.4,3,1,1,M34,manchester
end terrace,190000.0,,3,1,2,M6,salford
semi-detached,300000.0,0.9,3,2,3,BL5,bolton
flat,165000.0,,2,1,1,WA14,altrincham
semi-detached,145000.0,0.7,3,1,1,WN2,wigan
flat,165000.0,0.4,2,1,1,SK6,manchester
semi-detached,270000.0,,3,1,2,M6,salford
flat,270000.0,1.3,2,1,1,M20,manchester
terraced,175000.0,,2,1,1,OL5,ashtonunderlyne
terraced,240000.0,1.8,2,1,1,OL3,oldham
end terrace,190000.0,0.8,3,1,2,SK2,cheshire
terraced,250000.0,0.1,3,1,0,M19,manchester
flat,237995.0,0.8,2,2,0,M16,manchester
flat,220000.0,0.4,2,1,1,M4,manchester
terraced,160000.0,,2,1,1,BL2,bolton
semi-detached,360000.0,0.4,3,1,2,SK4,stockport
semi-detached,425000.0,0.9,3,1,1,SK4,stockport
detached,460000.0,0.6,3,1,2,SK8,cheadle
semi-detached,200000.0,3.3,3,1,1,WN7,manchester
terraced,255000.0,4.9,2,0,0,BL0,lancashire
terraced,190000.0,,2,1,2,OL9,oldham
semi-detached,215000.0,1.4,3,2,1,OL16,rochdale
semi-detached,160000.0,,3,1,2,WN2,wigan
semi-detached,180000.0,,3,1,1,BL9,bury
terraced,105000.0,1.6,2,1,1,OL8,manchester
semi-detached,250000.0,4.4,3,1,2,BL0,bury
terraced,160000.0,0.3,2,1,1,M27,manchester
semi-detached,225000.0,0.5,3,1,0,M34,manchester
terraced,190000.0,0.4,2,1,2,SK3,manchester
terraced,140000.0,,2,1,1,M26,manchester
semi-detached,160000.0,,3,1,1,WN2,wigan
terraced,130000.0,0.4,2,1,0,M18,manchester
terraced,260000.0,,3,1,2,M27,manchester
terraced,95000.0,0.9,2,1,2,BL3,bolton
detached,360000.0,0.2,4,3,3,BL5,bolton
end terrace,230000.0,0.3,3,2,3,BL5,bolton
flat,269995.0,0.8,2,2,0,M5,manchester
flat,90000.0,,2,1,1,BL1,manchester
terraced,145000.0,,3,1,1,M6,salford
terraced,170000.0,0.9,4,1,0,M6,manchester
terraced,129950.0,2.3,3,1,1,WN7,leigh
flat,120000.0,0.2,1,1,1,M3,salford
terraced,135000.0,,2,1,2,M26,manchester
semi-detached,200000.0,,3,1,2,OL2,oldham
terraced,125000.0,0.4,3,1,2,WN5,wigan
terraced,160000.0,1.3,3,1,1,M38,manchester
terraced,135000.0,,3,0,0,M26,manchester
semi-detached,350000.0,0.8,3,1,1,M28,manchester
semi-detached,165000.0,,2,1,1,M24,manchester
terraced,325000.0,1.0,4,1,3,BL1,bolton
flat,229995.0,0.8,2,1,0,M16,manchester
terraced,180000.0,1.4,3,1,2,SK14,hyde
flat,120000.0,0.4,2,1,0,SK6,stockport
flat,120000.0,2.3,2,1,1,M23,manchester
detached,185195.0,1.1,3,2,2,WN8,skelmersdale
terraced,140000.0,0.5,3,2,1,WN4,wigan
detached,400000.0,1.1,4,1,1,SK12,stockport
semi-detached,200000.0,3.0,3,1,1,OL4,oldham
flat,321000.0,0.8,3,3,0,M5,manchester
semi-detached,180000.0,0.7,2,1,2,SK4,stockport
terraced,90000.0,0.8,2,0,0,BL3,bolton
semi-detached,225000.0,1.0,3,1,0,WN1,wigan
terraced,165000.0,,2,1,1,BL9,bury
semi-detached,195000.0,0.6,2,1,2,M34,manchester
flat,130000.0,,3,1,1,M5,manchester
semi-detached,290000.0,,3,1,1,M30,manchester
flat,100000.0,1.0,1,1,1,OL12,rochdale
semi-detached,240000.0,,3,3,1,OL6,ashtonunderlyne
semi-detached,165000.0,2.4,3,1,1,WN6,wigan
terraced,215000.0,0.5,2,1,1,M41,manchester
flat,152000.0,0.9,1,1,0,M50,salford
semi-detached,415000.0,,4,3,2,BL2,lancashire
semi-detached,400000.0,,4,3,2,BL2,lancashire
detached,695000.0,,4,4,2,BL2,lancashire
terraced,275000.0,,3,1,2,M27,manchester
semi-detached,195000.0,1.9,3,1,2,WN7,lancashire
detached,320000.0,,3,2,2,OL9,manchester
flat,269995.0,0.8,2,2,0,M5,manchester
terraced,260000.0,,2,1,2,M25,manchester
semi-detached,240000.0,,3,1,2,M25,manchester
flat,105000.0,1.3,2,1,1,M8,manchester
terraced,425000.0,1.0,3,1,2,M21,manchester
detached,250000.0,1.1,5,1,1,WN4,wigan
flat,114000.0,0.3,1,1,1,SK1,stockport
terraced,120000.0,0.8,2,1,2,BL4,manchester
terraced,180000.0,0.3,2,1,1,SK2,cheshire
semi-detached,280000.0,1.1,3,1,2,SK8,manchester
flat,161000.0,0.9,1,1,0,M5,manchester
terraced,80000.0,2.5,2,1,1,WN7,leigh
end terrace,170000.0,,1,1,2,OL5,ashtonunderlyne
detached,325000.0,1.6,3,3,0,M33,manchester
terraced,180000.0,2.1,3,1,1,OL16,rochdale
semi-detached,135000.0,1.0,3,1,1,WN5,wigan
terraced,110000.0,1.3,2,0,0,BL1,lancashire
terraced,100000.0,0.8,3,1,1,WN8,skelmersdale
semi-detached,220000.0,1.2,3,1,1,M43,manchester
end terrace,215000.0,0.5,3,1,0,M9,manchester
terraced,80000.0,,2,1,1,WN2,wigan
terraced,280000.0,1.8,2,1,1,M33,sale
terraced,280000.0,,3,1,1,OL5,ashtonunderlyne
end terrace,220000.0,0.1,4,2,2,SK6,stockport
terraced,160000.0,,2,1,2,BL8,bury
semi-detached,165000.0,,2,1,1,M24,manchester
detached,485000.0,0.6,5,3,1,M28,manchester
detached,725000.0,,4,3,3,M45,manchester
flat,80000.0,1.5,2,1,1,M7,salford
detached,295000.0,,3,1,1,BL8,bury
semi-detached,900000.0,,3,2,2,WA14,altrincham
end terrace,240000.0,,4,1,3,WN2,wigan
terraced,140000.0,1.2,3,2,1,WN5,wigan
detached,360000.0,,4,0,0,M7,manchester
semi-detached,170000.0,,4,2,1,OL8,manchester
semi-detached,294000.0,0.6,3,2,2,M34,manchester
terraced,150000.0,,3,1,1,OL9,oldham
detached,575000.0,1.9,4,0,0,M33,sale
flat,230000.0,0.5,1,1,1,M4,manchester
flat,135000.0,1.3,1,0,0,M23,manchester
detached,350000.0,0.4,4,2,1,M28,manchester
terraced,180000.0,2.7,2,1,1,M29,manchester
semi-detached,280000.0,0.8,2,1,1,SK5,cheshire
detached,475000.0,,4,3,2,BL2,manchester
semi-detached,280000.0,,4,2,2,M27,manchester
semi-detached,140000.0,1.3,3,1,2,WN6,wigan
semi-detached,175000.0,0.4,3,1,1,M28,manchester
detached,225000.0,1.0,4,2,2,BL2,bolton
semi-detached,180000.0,3.3,2,1,1,OL2,manchester
terraced,110000.0,3.1,2,1,1,WN7,leigh
detached,775000.0,0.8,4,2,0,SK7,stockport
semi-detached,160000.0,0.1,2,1,1,SK5,manchester
detached,425000.0,1.5,3,0,0,M23,manchester
semi-detached,170000.0,0.8,3,1,2,WN3,wigan
flat,150000.0,1.0,2,0,0,SK3,manchester
detached,595000.0,0.2,4,2,2,BL6,manchester
flat,115000.0,,2,1,1,BL8,bury
semi-detached,190000.0,0.4,3,1,2,WN3,wigan
end terrace,90000.0,0.2,3,1,0,M43,manchester
semi-detached,170000.0,0.5,3,2,1,BL4,bolton
semi-detached,110000.0,,2,1,1,OL5,ashtonunderlyne
terraced,185000.0,0.4,4,1,1,SK15,stalybridge
terraced,149995.0,,2,1,1,BL8,bury
terraced,800000.0,0.3,5,2,3,WA14,altrincham
flat,350000.0,1.4,2,1,1,M20,manchester
detached,825000.0,1.2,5,1,2,WA15,altrincham
semi-detached,275000.0,,4,0,0,M24,manchester
semi-detached,184995.0,3.2,3,2,2,OL12,rochdale
semi-detached,151995.0,,2,1,2,OL11,rochdale
semi-detached,151995.0,,2,1,2,OL11,rochdale
semi-detached,151995.0,,2,1,2,OL11,rochdale
semi-detached,184995.0,,3,1,2,OL11,rochdale
detached,189995.0,,3,2,2,WN2,wigan
detached,189995.0,,3,2,2,WN2,wigan
semi-detached,285000.0,,4,0,0,M24,manchester
detached,275000.0,0.5,3,3,1,WN2,wigan
flat,159000.0,0.4,2,2,1,M11,manchester
flat,110000.0,,2,1,1,M27,manchester
terraced,100000.0,0.8,2,1,1,WN3,wigan
flat,99995.0,1.5,2,1,1,BL2,bolton
semi-detached,250000.0,,3,1,2,M25,manchester
semi-detached,280000.0,,3,1,1,M27,manchester
flat,70000.0,,1,1,1,M27,manchester
detached,425000.0,2.0,5,2,5,OL12,rochdale
semi-detached,189950.0,1.6,2,1,1,BL2,bolton
flat,165000.0,0.4,2,1,1,M15,manchester
flat,120000.0,0.3,2,1,1,WN3,wigan
semi-detached,200621.0,,4,1,2,BL9,bury
semi-detached,200621.0,,4,1,2,BL9,bury
terraced,96000.0,0.9,2,1,1,WN5,wigan
semi-detached,250000.0,1.9,3,2,2,M8,manchester
flat,80000.0,,1,1,1,M27,manchester
flat,110000.0,0.5,1,1,1,SK4,stockport
semi-detached,220000.0,,3,2,1,BL2,manchester
semi-detached,340000.0,0.7,5,0,0,M12,manchester
end terrace,220000.0,0.4,2,1,1,SK7,stockport
flat,240950.0,0.8,2,2,0,M5,manchester
flat,190000.0,0.5,2,1,1,M1,manchester
flat,160000.0,0.4,2,1,1,M15,manchester
flat,180000.0,0.3,2,1,1,M1,manchester
terraced,180000.0,,2,1,1,BL9,bury
detached,400000.0,1.0,4,3,3,SK15,stalybridge
detached,48000.0,2.3,1,0,0,WN8,lancashire
terraced,110000.0,0.5,2,1,2,WN6,wigan
end terrace,115000.0,0.6,2,1,2,WN2,wigan
terraced,150000.0,,2,1,1,BL8,bury
end terrace,350000.0,0.9,3,1,1,M43,manchester
flat,120000.0,0.7,2,1,0,M5,salford
semi-detached,260000.0,1.0,3,1,2,BL1,bolton
semi-detached,220000.0,2.4,3,1,1,OL4,oldham
detached,340000.0,1.3,5,1,2,WN2,wigan
detached,360000.0,0.6,4,2,2,BL3,bolton
flat,391018.0,0.1,2,2,0,M1,manchester
terraced,65000.0,0.6,2,1,1,BL4,bolton
semi-detached,250000.0,0.3,3,1,0,M19,manchester
terraced,210000.0,,3,1,2,BL8,bury
terraced,119950.0,,2,1,1,BL2,bolton
semi-detached,330000.0,0.8,3,1,2,M27,manchester
terraced,140000.0,0.7,2,1,2,SK15,stalybridge
terraced,140000.0,1.2,3,1,1,M40,manchester
semi-detached,260000.0,,3,1,1,M45,manchester
flat,90000.0,1.9,1,1,1,M9,manchester
flat,49995.0,2.6,1,1,1,WN7,leigh
semi-detached,180000.0,1.0,2,1,2,M30,manchester
semi-detached,175000.0,0.1,2,1,1,WN8,wigan
detached,185000.0,0.8,3,1,1,WN5,wigan
semi-detached,250000.0,1.1,3,1,2,SK2,cheshire
semi-detached,200000.0,0.4,2,1,2,SK7,stockport
flat,94950.0,,2,1,1,BL1,bolton
end terrace,300000.0,1.2,3,1,0,M14,manchester
flat,80000.0,1.0,1,1,1,M33,manchester
detached,280000.0,0.9,3,1,2,BL3,bolton
semi-detached,130000.0,1.2,3,1,1,WN8,skelmersdale
semi-detached,220000.0,,3,2,2,BL2,bolton
semi-detached,200000.0,0.9,3,1,2,WN3,wigan
semi-detached,220000.0,0.9,3,1,2,M34,manchester
semi-detached,250000.0,,3,2,2,BL2,bolton
flat,130000.0,0.3,1,1,0,M2,manchester
flat,135000.0,0.5,1,1,0,M5,manchester
flat,140000.0,0.9,1,1,1,M50,manchester
flat,145000.0,0.7,1,1,1,M4,manchester
flat,160000.0,0.1,1,1,0,M1,manchester
flat,220000.0,0.9,1,1,1,M50,salford
flat,180000.0,0.4,1,1,1,M5,manchester
flat,139995.0,0.9,1,1,1,M50,manchester
flat,170000.0,0.0,1,1,1,M3,manchester
flat,160000.0,0.0,1,1,1,M3,manchester
flat,160000.0,0.0,1,1,1,M3,manchester
flat,145000.0,0.7,1,1,1,M4,manchester
flat,170000.0,0.0,1,1,1,M3,manchester
flat,170000.0,0.0,1,1,1,M3,manchester
flat,190000.0,0.0,2,1,1,M3,manchester
flat,130000.0,0.7,1,1,1,M4,manchester
flat,150000.0,0.7,1,1,0,M5,manchester
terraced,150000.0,3.3,2,0,0,WN7,leigh
semi-detached,225000.0,0.5,3,1,2,SK3,stockport
terraced,150000.0,1.6,3,2,2,BL3,bolton
flat,120000.0,,2,2,1,WN1,wigan
flat,210000.0,0.4,2,1,1,M3,salford
detached,280000.0,0.7,3,2,1,WN5,wigan
terraced,224400.0,0.9,3,0,0,M6,salford
terraced,245000.0,0.9,3,0,0,M6,salford
terraced,289950.0,,2,1,1,M7,salford
terraced,240000.0,0.7,2,0,0,SK6,manchester
semi-detached,145000.0,,2,1,1,BL8,lancashire
terraced,100000.0,,3,2,2,BL9,bury
end terrace,220000.0,,5,2,2,BL9,bury
semi-detached,299950.0,0.4,3,1,0,SK2,stockport
terraced,250000.0,0.2,4,2,0,SK3,stockport
semi-detached,220000.0,2.3,3,1,2,WN6,wigan
flat,89000.0,1.3,2,1,0,OL6,ashtonunderlyne
terraced,90000.0,,2,1,1,WN2,wigan
end terrace,250000.0,2.5,2,1,2,M33,sale
semi-detached,240000.0,0.3,3,1,1,BL5,bolton
semi-detached,250000.0,1.5,3,1,1,WN5,wigan
semi-detached,245000.0,0.7,3,1,1,BL5,bolton
flat,240000.0,,2,2,1,BL7,bolton
flat,95000.0,2.2,2,1,1,WN2,lancashire
semi-detached,250000.0,0.7,3,1,1,OL9,oldham
terraced,110000.0,0.9,2,1,1,WN6,wigan
terraced,165000.0,1.6,2,1,2,M14,manchester
flat,70000.0,1.5,1,1,1,BL1,bolton
flat,245000.0,,2,2,1,BL7,bolton
terraced,124950.0,2.6,2,1,1,WN7,leigh
flat,595900.0,0.3,3,2,0,WA14,manchester
flat,150000.0,0.5,1,1,1,WA14,altrincham
terraced,195000.0,0.8,3,1,2,M15,manchester
semi-detached,159995.0,1.0,2,2,1,BL4,bolton
semi-detached,155000.0,,3,1,1,M26,manchester
semi-detached,180000.0,0.9,2,1,2,SK1,cheshire
flat,185000.0,0.8,1,1,1,M50,manchester
flat,260000.0,0.8,2,1,1,M50,manchester
semi-detached,185000.0,1.8,3,2,1,BL2,bolton
semi-detached,240000.0,2.0,3,1,2,M29,manchester
semi-detached,235000.0,0.9,3,1,0,SK3,stockport
terraced,110000.0,0.6,2,1,2,WN1,wigan
flat,323000.0,0.3,2,2,1,M3,manchester
detached,475000.0,,4,2,2,OL11,rochdale
flat,290000.0,0.3,2,2,0,M3,salford
terraced,110000.0,1.5,2,1,1,M46,manchester
flat,249950.0,,2,1,1,M30,manchester
semi-detached,170000.0,1.2,3,1,2,WN6,wigan
flat,288000.0,0.7,2,2,1,M5,manchester
flat,315000.0,0.7,3,2,1,M5,manchester
semi-detached,249950.0,0.3,3,1,0,SK2,stockport
detached,375000.0,0.4,4,2,1,M12,manchester
detached,450000.0,1.0,4,3,3,SK15,stalybridge
terraced,150000.0,1.8,2,1,1,OL8,oldham
terraced,200000.0,0.6,2,1,0,SK3,stockport
semi-detached,450000.0,0.4,4,1,1,SK6,manchester
detached,425000.0,,4,2,1,BL7,bolton
flat,205000.0,0.4,1,1,1,M5,salford
detached,525000.0,,4,3,3,M25,manchester
semi-detached,440000.0,1.6,5,1,0,M21,manchester
terraced,130000.0,0.4,2,1,1,WN2,wigan
end terrace,269999.0,0.9,3,1,1,SK1,cheshire
semi-detached,70000.0,0.4,2,1,1,WN2,wigan
terraced,185000.0,,2,1,2,BL7,bolton
flat,150000.0,0.8,2,2,1,M16,manchester
end terrace,89950.0,3.1,3,1,1,WN7,leigh
flat,283000.0,0.4,2,2,1,M16,manchester
flat,210000.0,0.4,2,1,0,M4,manchester
flat,360000.0,0.8,3,0,0,M5,salford
flat,195000.0,0.8,2,2,1,M5,salford
flat,190000.0,0.8,1,1,1,M5,salford
flat,243000.0,0.2,1,1,0,M15,manchester
semi-detached,300000.0,0.7,3,1,1,OL9,oldham
flat,508000.0,0.3,3,2,0,M15,manchester
terraced,145000.0,0.9,2,2,2,BL3,bolton
flat,354657.0,0.2,2,2,0,M15,manchester
semi-detached,320000.0,1.4,3,0,0,M22,manchester
terraced,190000.0,0.5,3,2,0,M12,manchester
terraced,99950.0,,2,1,1,OL4,manchester
flat,195000.0,0.3,2,1,1,M4,manchester
terraced,120000.0,,2,1,1,OL8,oldham
terraced,160000.0,,3,1,1,BL9,bury
detached,280000.0,1.7,4,3,2,OL12,rochdale
terraced,190000.0,0.8,3,1,1,M22,manchester
detached,270000.0,1.0,3,2,3,SK15,manchester
terraced,135000.0,1.5,3,1,1,M38,manchester
semi-detached,290000.0,0.5,3,1,1,M20,manchester
terraced,95000.0,,2,1,1,WN1,lancashire
terraced,160000.0,,2,1,1,OL7,ashtonunderlyne
semi-detached,375000.0,0.4,3,1,2,SK3,stockport
semi-detached,175000.0,0.7,3,1,3,BL5,manchester
semi-detached,169995.0,0.2,2,0,0,BL5,manchester
flat,260000.0,0.8,2,1,1,M20,manchester
semi-detached,190000.0,2.2,3,1,2,WN6,wigan
flat,95000.0,,2,0,0,M7,salford
flat,169950.0,2.1,2,1,1,M7,salford
terraced,220000.0,1.4,3,2,2,M7,salford
flat,210000.0,,2,2,1,M7,salford
flat,89950.0,2.1,1,0,0,M7,salford
semi-detached,210000.0,,3,1,1,M26,manchester
flat,220000.0,1.8,3,2,0,M7,salford
flat,265000.0,,2,1,1,M25,manchester
flat,220000.0,0.4,2,2,1,M4,manchester
flat,240000.0,0.4,1,1,1,M15,manchester
flat,300000.0,0.4,2,2,2,M1,manchester
semi-detached,185000.0,1.5,3,1,1,M28,manchester
terraced,130000.0,0.2,2,1,1,M18,manchester
semi-detached,310000.0,0.5,4,1,2,M40,manchester
semi-detached,240000.0,1.4,4,0,0,BL6,bolton
flat,239950.0,0.9,2,2,1,M50,manchester
flat,325000.0,0.3,2,2,1,M1,manchester
flat,279950.0,0.1,2,2,1,M1,manchester
end terrace,140000.0,0.8,3,1,1,M6,salford
terraced,350000.0,1.9,3,1,2,M33,manchester
detached,725000.0,1.5,4,2,2,M33,sale
detached,400000.0,1.8,3,2,1,WA15,cheshire
flat,232500.0,0.2,1,1,1,WA14,cheshire
terraced,275000.0,0.2,2,1,1,WA14,cheshire
detached,495000.0,0.4,3,1,2,WA15,cheshire
semi-detached,235000.0,0.8,3,0,0,BL4,lancashire
terraced,120000.0,3.1,2,0,0,WN7,lancashire
detached,300000.0,1.3,3,0,0,WN6,lancashire
terraced,170000.0,0.6,2,0,0,M12,manchester
terraced,125000.0,2.8,3,1,2,WN7,leigh
flat,220000.0,0.7,2,2,1,M16,manchester
terraced,95000.0,0.8,2,1,2,WN2,wigan
terraced,145000.0,,2,1,2,M5,manchester
terraced,45000.0,,2,2,0,WN2,wigan
detached,595000.0,0.5,4,2,2,SK3,cheshire
flat,165995.0,0.6,1,1,0,M5,manchester
semi-detached,190000.0,1.8,3,0,0,M29,manchester
detached,685000.0,0.9,3,2,1,M28,manchester
detached,500000.0,,4,2,2,OL11,rochdale
flat,89995.0,3.1,1,1,1,OL1,oldham
flat,215000.0,0.9,2,1,1,M50,salford
